X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
6;2;0.006093527;0.005063337;0.006093527;0.005063337;610.8;0.2187229;False;11/6/2025 11:49:34 PM:555;1762440574555;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;611.3;0.2111722;False;11/6/2025 11:49:34 PM:624;1762440574624;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;615.0;0.2234444;False;11/6/2025 11:49:34 PM:695;1762440574695;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;616.7;0.2043036;False;11/6/2025 11:49:34 PM:807;1762440574807;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;629.8;0.2060331;False;11/6/2025 11:49:34 PM:850;1762440574850;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;638.1;0.2241794;False;11/6/2025 11:49:34 PM:886;1762440574886;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;635.5;0.2123564;False;11/6/2025 11:49:34 PM:924;1762440574924;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;633.4;0.2208008;False;11/6/2025 11:49:34 PM:966;1762440574966;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;633.1;0.2140783;False;11/6/2025 11:49:35 PM:14;1762440575014;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;631.0;0.2100363;False;11/6/2025 11:49:35 PM:71;1762440575071;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;635.6;0.2336743;False;11/6/2025 11:49:35 PM:131;1762440575131;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;637.0;0.2291491;False;11/6/2025 11:49:36 PM:876;1762440576876;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;635.8;0.2326214;False;11/6/2025 11:49:36 PM:936;1762440576936;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;640.7;0.2171229;False;11/6/2025 11:49:36 PM:995;1762440576995;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;637.2;0.2006339;False;11/6/2025 11:49:37 PM:54;1762440577054;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;634.1;0.1888822;False;11/6/2025 11:49:37 PM:112;1762440577112;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;647.1;0.2006432;False;11/6/2025 11:49:37 PM:150;1762440577150;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;657.6;0.2269344;False;11/6/2025 11:49:37 PM:187;1762440577187;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;665.4;0.2125827;False;11/6/2025 11:49:37 PM:227;1762440577227;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;675.0;0.2175267;False;11/6/2025 11:49:37 PM:272;1762440577272;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;685.0;0.2144989;False;11/6/2025 11:49:37 PM:329;1762440577329;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;690.4;0.2143656;False;11/6/2025 11:49:37 PM:394;1762440577394;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;700.8;0.1867883;False;11/6/2025 11:49:37 PM:434;1762440577434;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;717.1;0.1920991;False;11/6/2025 11:49:37 PM:478;1762440577478;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;728.5;0.2002115;False;11/6/2025 11:49:37 PM:531;1762440577531;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;724.8;0.2106245;False;11/6/2025 11:49:37 PM:703;1762440577703;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;716.5;0.2114116;False;11/6/2025 11:49:37 PM:760;1762440577760;;
