X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
6;2;0.006093527;0.005063337;0.006093527;0.005063337;609.3;0.2104463;False;11/6/2025 11:50:05 PM:160;1762440605160;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;607.0;0.2059789;False;11/6/2025 11:50:05 PM:236;1762440605236;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;602.3;0.1980774;False;11/6/2025 11:50:05 PM:324;1762440605324;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;600.2;0.2039182;False;11/6/2025 11:50:05 PM:437;1762440605437;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;602.3;0.2072157;False;11/6/2025 11:50:05 PM:476;1762440605476;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;601.3;0.2038361;False;11/6/2025 11:50:05 PM:519;1762440605519;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;599.7;0.2024992;False;11/6/2025 11:50:05 PM:580;1762440605580;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;599.0;0.2007635;False;11/6/2025 11:50:05 PM:638;1762440605638;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;594.5;0.2082156;False;11/6/2025 11:50:05 PM:697;1762440605697;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;591.0;0.2056239;False;11/6/2025 11:50:05 PM:755;1762440605755;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.7;0.1967075;False;11/6/2025 11:50:05 PM:813;1762440605813;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.3;0.2027309;False;11/6/2025 11:50:05 PM:851;1762440605851;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.0;0.1950422;False;11/6/2025 11:50:05 PM:889;1762440605889;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.8;0.2163567;False;11/6/2025 11:50:05 PM:929;1762440605929;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;592.8;0.1983843;False;11/6/2025 11:50:06 PM:681;1762440606681;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.8;0.1925827;False;11/6/2025 11:50:06 PM:739;1762440606739;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;594.4;0.1940229;False;11/6/2025 11:50:06 PM:797;1762440606797;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;595.1;0.2019969;False;11/6/2025 11:50:06 PM:856;1762440606856;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.0;0.1940951;False;11/6/2025 11:50:06 PM:914;1762440606914;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;595.7;0.1919955;False;11/6/2025 11:50:06 PM:973;1762440606973;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.3;0.2011361;False;11/6/2025 11:50:07 PM:32;1762440607032;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;594.5;0.1957085;False;11/6/2025 11:50:07 PM:90;1762440607090;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.5;0.1932125;False;11/6/2025 11:50:07 PM:148;1762440607148;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;588.4;0.1915826;False;11/6/2025 11:50:07 PM:185;1762440607185;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;587.9;0.1827786;False;11/6/2025 11:50:07 PM:223;1762440607223;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;588.4;0.1788039;False;11/6/2025 11:50:07 PM:263;1762440607263;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.2;0.1709561;False;11/6/2025 11:50:07 PM:309;1762440607309;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.8;0.1667045;False;11/6/2025 11:50:07 PM:364;1762440607364;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;591.7;0.1707957;False;11/6/2025 11:50:07 PM:401;1762440607401;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.9;0.1802463;False;11/6/2025 11:50:07 PM:437;1762440607437;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;591.4;0.1669636;False;11/6/2025 11:50:07 PM:477;1762440607477;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.8;0.1848885;False;11/6/2025 11:50:07 PM:521;1762440607521;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;595.7;0.1968233;False;11/6/2025 11:50:07 PM:575;1762440607575;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;596.1;0.2046253;False;11/6/2025 11:50:07 PM:631;1762440607631;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;595.9;0.1966302;False;11/6/2025 11:50:07 PM:668;1762440607668;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;592.6;0.1781269;False;11/6/2025 11:50:07 PM:705;1762440607705;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;589.6;0.188609;False;11/6/2025 11:50:07 PM:745;1762440607745;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;589.7;0.1848228;False;11/6/2025 11:50:07 PM:790;1762440607790;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.7;0.1956665;False;11/6/2025 11:50:07 PM:844;1762440607844;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;591.2;0.201874;False;11/6/2025 11:50:07 PM:903;1762440607903;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.3;0.2022602;False;11/6/2025 11:50:07 PM:961;1762440607961;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;589.5;0.1904996;False;11/6/2025 11:50:08 PM:24;1762440608024;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;591.2;0.1919913;False;11/6/2025 11:50:08 PM:81;1762440608081;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.5;0.186382;False;11/6/2025 11:50:08 PM:119;1762440608119;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.6;0.1895014;False;11/6/2025 11:50:08 PM:156;1762440608156;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;595.4;0.1952997;False;11/6/2025 11:50:08 PM:196;1762440608196;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.8;0.1951381;False;11/6/2025 11:50:08 PM:240;1762440608240;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.5;0.2034519;False;11/6/2025 11:50:08 PM:295;1762440608295;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;594.6;0.1952326;False;11/6/2025 11:50:08 PM:350;1762440608350;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.5;0.2083966;False;11/6/2025 11:50:08 PM:400;1762440608400;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;601.6;0.2127533;False;11/6/2025 11:50:08 PM:437;1762440608437;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;599.1;0.2048591;False;11/6/2025 11:50:08 PM:478;1762440608478;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.2;0.2154592;False;11/6/2025 11:50:08 PM:526;1762440608526;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.0;0.2035374;False;11/6/2025 11:50:08 PM:583;1762440608583;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;600.3;0.2060429;False;11/6/2025 11:50:08 PM:644;1762440608644;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;598.7;0.2055357;False;11/6/2025 11:50:08 PM:705;1762440608705;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;594.8;0.2104306;False;11/6/2025 11:50:08 PM:767;1762440608767;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;592.8;0.2132946;False;11/6/2025 11:50:08 PM:830;1762440608830;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;594.4;0.2148694;False;11/6/2025 11:50:08 PM:889;1762440608889;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;599.2;0.2195151;False;11/6/2025 11:50:08 PM:948;1762440608948;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;599.8;0.222866;False;11/6/2025 11:50:09 PM:8;1762440609008;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;603.9;0.2251636;False;11/6/2025 11:50:09 PM:88;1762440609088;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;606.2;0.2273224;False;11/6/2025 11:50:09 PM:163;1762440609163;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;610.9;0.2139755;False;11/6/2025 11:50:09 PM:228;1762440609228;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;611.5;0.230602;False;11/6/2025 11:50:09 PM:272;1762440609272;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;613.1;0.2299037;False;11/6/2025 11:50:09 PM:319;1762440609319;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;614.7;0.2312715;False;11/6/2025 11:50:09 PM:353;1762440609353;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;616.0;0.2171682;False;11/6/2025 11:50:09 PM:389;1762440609389;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;617.9;0.2232964;False;11/6/2025 11:50:09 PM:426;1762440609426;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;614.8;0.1885822;False;11/6/2025 11:50:09 PM:467;1762440609467;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;609.2;0.18998;False;11/6/2025 11:50:09 PM:516;1762440609516;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;603.6;0.2002715;False;11/6/2025 11:50:09 PM:572;1762440609572;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;602.1;0.2022389;False;11/6/2025 11:50:09 PM:630;1762440609630;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;597.7;0.1839346;False;11/6/2025 11:50:09 PM:666;1762440609666;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.9;0.1911835;False;11/6/2025 11:50:09 PM:702;1762440609702;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.3;0.1880915;False;11/6/2025 11:50:09 PM:742;1762440609742;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;591.3;0.1916281;False;11/6/2025 11:50:09 PM:784;1762440609784;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;590.7;0.2025532;False;11/6/2025 11:50:09 PM:838;1762440609838;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;592.3;0.198551;False;11/6/2025 11:50:09 PM:896;1762440609896;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;593.1;0.1866489;False;11/6/2025 11:50:09 PM:933;1762440609933;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;595.7;0.1898967;False;11/6/2025 11:50:09 PM:970;1762440609970;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;599.1;0.1808216;False;11/6/2025 11:50:10 PM:10;1762440610010;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;601.1;0.1771749;False;11/6/2025 11:50:10 PM:54;1762440610054;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;604.7;0.1962412;False;11/6/2025 11:50:10 PM:109;1762440610109;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;606.0;0.207223;False;11/6/2025 11:50:10 PM:165;1762440610165;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;608.6;0.204671;False;11/6/2025 11:50:10 PM:202;1762440610202;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;609.3;0.1996533;False;11/6/2025 11:50:10 PM:238;1762440610238;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;611.2;0.2130613;False;11/6/2025 11:50:10 PM:277;1762440610277;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;610.7;0.2124801;False;11/6/2025 11:50:10 PM:319;1762440610319;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;612.5;0.2118507;False;11/6/2025 11:50:10 PM:372;1762440610372;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;614.1;0.2235662;False;11/6/2025 11:50:10 PM:430;1762440610430;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;606.2;0.2048765;False;11/6/2025 11:50:12 PM:219;1762440612219;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;598.3;0.170066;False;11/6/2025 11:50:12 PM:384;1762440612384;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;592.4;0.1947783;False;11/6/2025 11:50:12 PM:484;1762440612484;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;584.4;0.2135187;False;11/6/2025 11:50:13 PM:412;1762440613412;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;578.7;0.2084235;False;11/6/2025 11:50:14 PM:881;1762440614881;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;574.1;0.2013726;False;11/6/2025 11:50:14 PM:941;1762440614941;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;569.8;0.1699927;False;11/6/2025 11:50:15 PM:11;1762440615011;;
6;2;0.006093527;0.005063337;0.006093527;0.005063337;564.7;0.1661424;False;11/6/2025 11:50:15 PM:74;1762440615074;;
