X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
359;54;0.2902368;0.07357524;0.2924326;0.1036205;154.9;0.164178;False;11/6/2025 11:18:58 PM:892;1762438738892;;
359;54;0.2902426;0.07372846;0.2922322;0.1036172;155.0;0.1641703;False;11/6/2025 11:18:58 PM:914;1762438738914;;
360;54;0.2908819;0.07388093;0.317922;0.1040212;153.7;0.1637661;False;11/6/2025 11:18:58 PM:938;1762438738938;;
360;54;0.291237;0.07403275;0.3120865;0.1039345;152.4;0.1713366;False;11/6/2025 11:18:58 PM:967;1762438738967;;
360;54;0.2915537;0.07416188;0.312591;0.1039428;151.2;0.17135;False;11/6/2025 11:18:58 PM:995;1762438738995;;
360;54;0.2915593;0.07428395;0.3016227;0.103787;150.0;0.167455;False;11/6/2025 11:18:59 PM:29;1762438739029;;
363;54;0.293361;0.07445386;0.3351171;0.1064276;150.2;0.1671079;False;11/6/2025 11:18:59 PM:60;1762438739060;;
363;54;0.2937233;0.07449513;0.3207542;0.1030683;150.5;0.1732957;False;11/6/2025 11:18:59 PM:83;1762438739083;;
363;54;0.293753;0.0745413;0.3066445;0.1038442;150.6;0.1639781;False;11/6/2025 11:18:59 PM:104;1762438739104;;
363;54;0.2937928;0.07458783;0.3055639;0.1038662;149.6;0.1628444;False;11/6/2025 11:18:59 PM:128;1762438739128;;
363;54;0.2938249;0.0746278;0.3057682;0.10387;148.8;0.1628539;False;11/6/2025 11:18:59 PM:151;1762438739151;;
360;55;0.2911913;0.0748865;0.2676761;0.1066602;148.7;0.1595044;False;11/6/2025 11:18:59 PM:238;1762438739238;;
361;55;0.2916715;0.07490193;0.3099267;0.1039572;149.9;0.1553603;False;11/6/2025 11:18:59 PM:280;1762438739280;;
360;55;0.2915741;0.07504757;0.2872294;0.09957065;149.9;0.1457613;False;11/6/2025 11:18:59 PM:344;1762438739344;;
371;55;0.2998047;0.07550126;0.3707337;0.1150352;150.5;0.1491623;False;11/6/2025 11:18:59 PM:383;1762438739383;;
377;55;0.3045631;0.076126;0.3638101;0.1207901;151.4;0.1853063;False;11/6/2025 11:18:59 PM:419;1762438739419;;
384;56;0.310487;0.076613;0.3772134;0.1200146;151.5;0.1707484;False;11/6/2025 11:18:59 PM:459;1762438739459;;
384;56;0.3106544;0.07676879;0.3342631;0.1136842;151.4;0.1706338;False;11/6/2025 11:18:59 PM:512;1762438739512;;
384;56;0.3106865;0.07691038;0.3306518;0.1053489;150.8;0.1723364;False;11/6/2025 11:18:59 PM:546;1762438739546;;
384;56;0.310752;0.07702274;0.3286686;0.1048706;150.6;0.1755608;False;11/6/2025 11:18:59 PM:576;1762438739576;;
385;56;0.3116749;0.0770608;0.3548442;0.1111601;150.4;0.1527322;False;11/6/2025 11:18:59 PM:597;1762438739597;;
386;56;0.3124862;0.0770966;0.3554609;0.1113076;150.2;0.1538204;False;11/6/2025 11:18:59 PM:616;1762438739616;;
397;57;0.3211012;0.07761499;0.426365;0.1284309;149.5;0.1416122;False;11/6/2025 11:18:59 PM:637;1762438739637;;
398;57;0.3222374;0.07772183;0.3725958;0.1169476;149.3;0.1449392;False;11/6/2025 11:18:59 PM:657;1762438739657;;
400;57;0.3232798;0.07782081;0.3725686;0.1168806;149.2;0.1449494;False;11/6/2025 11:18:59 PM:679;1762438739679;;
410;58;0.3316303;0.07916715;0.4364426;0.1477316;148.4;0.1315753;True;11/6/2025 11:18:59 PM:701;1762438739701;;
417;59;0.3370592;0.08027828;0.4204462;0.1434031;147.8;0.1147544;True;11/6/2025 11:18:59 PM:727;1762438739727;;
422;59;0.341397;0.08120779;0.4206703;0.1436276;147.3;0.1147293;True;11/6/2025 11:18:59 PM:753;1762438739753;;
423;59;0.3421587;0.08154789;0.3897128;0.132355;146.7;0.1256545;True;11/6/2025 11:18:59 PM:786;1762438739786;;
424;60;0.3428643;0.08219751;0.3725232;0.1154404;145.6;0.1527541;False;11/6/2025 11:18:59 PM:894;1762438739894;;
424;60;0.3428877;0.08222491;0.3763184;0.1204379;144.6;0.1527976;False;11/6/2025 11:18:59 PM:916;1762438739916;;
425;60;0.3435496;0.08225841;0.391755;0.1199593;143.5;0.1486114;False;11/6/2025 11:18:59 PM:937;1762438739937;;
426;61;0.3445742;0.08343657;0.3866121;0.1340695;144.3;0.1783593;False;11/6/2025 11:19:00 PM:35;1762438740035;;
427;61;0.3451505;0.08404036;0.3905994;0.1391007;144.5;0.1721767;False;11/6/2025 11:19:00 PM:70;1762438740070;;
427;61;0.3453478;0.08413066;0.3792303;0.1305125;143.9;0.1586758;False;11/6/2025 11:19:00 PM:104;1762438740104;;
432;62;0.349098;0.08488163;0.420191;0.1438995;143.9;0.1649988;False;11/6/2025 11:19:00 PM:139;1762438740139;;
433;63;0.3499497;0.08579545;0.3957028;0.1410717;144.7;0.174171;False;11/6/2025 11:19:00 PM:229;1762438740229;;
433;63;0.3502112;0.08604917;0.3971375;0.1424397;145.5;0.1741617;False;11/6/2025 11:19:00 PM:252;1762438740252;;
433;63;0.3503661;0.08608279;0.3891011;0.1351952;146.3;0.1783436;False;11/6/2025 11:19:00 PM:281;1762438740281;;
433;63;0.3504591;0.08613538;0.3936893;0.1343145;147.3;0.1817721;False;11/6/2025 11:19:00 PM:306;1762438740306;;
434;63;0.350621;0.0861776;0.3884208;0.1345457;148.5;0.1752129;False;11/6/2025 11:19:00 PM:333;1762438740333;;
434;63;0.351061;0.08650652;0.3791646;0.123819;149.4;0.1843492;False;11/6/2025 11:19:00 PM:364;1762438740364;;
435;63;0.3514296;0.08678444;0.379455;0.1240447;150.2;0.1842694;False;11/6/2025 11:19:00 PM:395;1762438740395;;
435;63;0.3520233;0.08690451;0.397275;0.1348113;151.4;0.1845615;False;11/6/2025 11:19:00 PM:429;1762438740429;;
436;64;0.3525051;0.08722927;0.3690377;0.1214212;151.8;0.1790505;False;11/6/2025 11:19:00 PM:464;1762438740464;;
436;64;0.3528834;0.08745557;0.3698091;0.1359193;151.8;0.1670331;False;11/6/2025 11:19:00 PM:499;1762438740499;;
437;64;0.35311;0.08775276;0.3756603;0.1202623;151.8;0.1755922;False;11/6/2025 11:19:00 PM:532;1762438740532;;
437;64;0.35335;0.08799435;0.3622591;0.1207377;152.1;0.1722648;False;11/6/2025 11:19:00 PM:566;1762438740566;;
437;64;0.3536997;0.08808175;0.3862283;0.1252437;152.2;0.1685895;False;11/6/2025 11:19:00 PM:599;1762438740599;;
438;64;0.354132;0.08837011;0.3886486;0.1348869;152.2;0.1796655;False;11/6/2025 11:19:00 PM:633;1762438740633;;
438;65;0.3542675;0.08850869;0.3844599;0.1240995;151.9;0.1819735;False;11/6/2025 11:19:00 PM:665;1762438740665;;
438;65;0.3543765;0.08862772;0.3843245;0.1240428;151.6;0.1819763;False;11/6/2025 11:19:00 PM:698;1762438740698;;
439;65;0.3546237;0.08888687;0.371228;0.115151;151.4;0.1800152;False;11/6/2025 11:19:00 PM:732;1762438740732;;
439;65;0.3548477;0.08911471;0.3671417;0.1143669;151.2;0.1861837;False;11/6/2025 11:19:00 PM:765;1762438740765;;
440;65;0.3554576;0.08937582;0.390811;0.130996;151.2;0.176639;False;11/6/2025 11:19:00 PM:798;1762438740798;;
440;65;0.3562083;0.08978048;0.3939254;0.1349062;151.3;0.1824582;False;11/6/2025 11:19:00 PM:834;1762438740834;;
441;66;0.3563768;0.09001803;0.3865271;0.1328723;151.9;0.1846448;False;11/6/2025 11:19:00 PM:870;1762438740870;;
443;66;0.3579206;0.09021015;0.3995742;0.1237292;151.8;0.181008;False;11/6/2025 11:19:00 PM:935;1762438740935;;
445;66;0.359482;0.09032332;0.4167449;0.1311996;151.6;0.1633015;False;11/6/2025 11:19:00 PM:957;1762438740957;;
446;66;0.3606872;0.09041744;0.4161646;0.1312637;151.5;0.1633626;False;11/6/2025 11:19:00 PM:977;1762438740977;;
446;66;0.3608891;0.09046372;0.3866009;0.1293468;151.1;0.1584703;False;11/6/2025 11:19:01 PM:1;1762438741001;;
446;66;0.3610469;0.09050837;0.3869069;0.1296395;150.7;0.1584841;False;11/6/2025 11:19:01 PM:22;1762438741022;;
447;66;0.3617504;0.09062074;0.406995;0.1320268;150.2;0.1521066;False;11/6/2025 11:19:01 PM:47;1762438741047;;
447;66;0.3618116;0.09067314;0.3962055;0.1263974;149.8;0.150091;False;11/6/2025 11:19:01 PM:71;1762438741071;;
448;66;0.3620721;0.09088063;0.3712876;0.1175583;150.0;0.1729037;False;11/6/2025 11:19:01 PM:100;1762438741100;;
448;66;0.3623093;0.09101053;0.3725605;0.120955;149.5;0.1601973;False;11/6/2025 11:19:01 PM:130;1762438741130;;
448;66;0.3625241;0.0911261;0.37272;0.121172;149.1;0.1602109;False;11/6/2025 11:19:01 PM:163;1762438741163;;
451;67;0.3646475;0.09116435;0.4170865;0.1261308;148.7;0.1337959;True;11/6/2025 11:19:01 PM:195;1762438741195;;
456;67;0.3686479;0.09135112;0.4440405;0.1325783;148.1;0.1278483;True;11/6/2025 11:19:01 PM:218;1762438741218;;
457;67;0.3694455;0.09135822;0.4164411;0.1259498;148.7;0.1440586;False;11/6/2025 11:19:01 PM:239;1762438741239;;
457;67;0.3695756;0.09145483;0.3946446;0.1207163;149.1;0.1551259;False;11/6/2025 11:19:01 PM:262;1762438741262;;
457;67;0.3696633;0.09153087;0.3955729;0.1209396;149.5;0.1550889;False;11/6/2025 11:19:01 PM:283;1762438741283;;
457;67;0.3692693;0.09169079;0.3594317;0.1121875;150.4;0.1545026;False;11/6/2025 11:19:01 PM:307;1762438741307;;
457;67;0.3693763;0.09182671;0.388243;0.1288807;150.6;0.1750421;False;11/6/2025 11:19:01 PM:332;1762438741332;;
457;67;0.3694763;0.09196147;0.3883809;0.1290307;150.8;0.1750452;False;11/6/2025 11:19:01 PM:360;1762438741360;;
458;67;0.3702894;0.09242822;0.4091851;0.1384812;150.7;0.1625745;False;11/6/2025 11:19:01 PM:389;1762438741389;;
459;68;0.3710772;0.09268685;0.4094694;0.1341771;151.1;0.1861588;False;11/6/2025 11:19:01 PM:424;1762438741424;;
459;68;0.3711561;0.09293062;0.3937032;0.138027;150.2;0.1457396;False;11/6/2025 11:19:01 PM:445;1762438741445;;
460;68;0.371736;0.09346164;0.41178;0.1464564;149.8;0.1435577;False;11/6/2025 11:19:01 PM:467;1762438741467;;
460;68;0.3717671;0.09355035;0.3976793;0.1267537;149.5;0.1683347;False;11/6/2025 11:19:01 PM:488;1762438741488;;
460;68;0.3718092;0.09364593;0.3971851;0.1261535;149.2;0.168326;False;11/6/2025 11:19:01 PM:512;1762438741512;;
459;68;0.3712769;0.09367596;0.3581174;0.1313949;149.5;0.1639441;False;11/6/2025 11:19:01 PM:535;1762438741535;;
459;68;0.3712598;0.09371779;0.3705694;0.1288335;150.1;0.1822982;False;11/6/2025 11:19:01 PM:561;1762438741561;;
459;68;0.37125;0.09374662;0.3707858;0.1291924;150.6;0.18227;False;11/6/2025 11:19:01 PM:586;1762438741586;;
459;69;0.3710807;0.09391666;0.3653421;0.1228528;150.9;0.1798558;False;11/6/2025 11:19:01 PM:619;1762438741619;;
462;69;0.3738615;0.09404081;0.4242691;0.1325864;150.9;0.1683954;False;11/6/2025 11:19:01 PM:652;1762438741652;;
462;69;0.3739619;0.09410579;0.3823625;0.127398;150.1;0.1658707;False;11/6/2025 11:19:01 PM:687;1762438741687;;
461;69;0.3725134;0.09460013;0.3582998;0.1050179;149.2;0.1114879;True;11/6/2025 11:19:01 PM:802;1762438741802;;
460;69;0.372337;0.09469048;0.361248;0.1093362;148.4;0.1113442;True;11/6/2025 11:19:01 PM:827;1762438741827;;
466;69;0.3765699;0.09472266;0.4390927;0.1154415;148.8;0.1411338;False;11/6/2025 11:19:01 PM:852;1762438741852;;
467;69;0.3780155;0.09479126;0.41717;0.1014202;149.3;0.1503284;False;11/6/2025 11:19:01 PM:877;1762438741877;;
477;70;0.3854911;0.09564579;0.4464749;0.1332941;148.7;0.1165671;True;11/6/2025 11:19:01 PM:935;1762438741935;;
477;71;0.3855963;0.09712666;0.4054153;0.1426597;148.4;0.139055;False;11/6/2025 11:19:02 PM:6;1762438742006;;
476;71;0.385272;0.09730375;0.3739249;0.1350806;148.7;0.153774;False;11/6/2025 11:19:02 PM:28;1762438742028;;
476;71;0.3849935;0.09739585;0.3731849;0.1327925;148.9;0.153911;False;11/6/2025 11:19:02 PM:47;1762438742047;;
472;71;0.3812625;0.09748518;0.3250249;0.1041733;148.9;0.1607553;False;11/6/2025 11:19:02 PM:69;1762438742069;;
471;71;0.3811839;0.09778839;0.3750376;0.1389151;149.1;0.139573;False;11/6/2025 11:19:02 PM:90;1762438742090;;
471;72;0.3811113;0.09806252;0.3749766;0.1387958;149.2;0.1395704;False;11/6/2025 11:19:02 PM:112;1762438742112;;
471;72;0.3808765;0.09822785;0.3685633;0.1351986;149.0;0.1699069;False;11/6/2025 11:19:02 PM:139;1762438742139;;
469;72;0.3794367;0.09835457;0.3456226;0.1217014;148.8;0.1774072;False;11/6/2025 11:19:02 PM:166;1762438742166;;
463;72;0.3741096;0.09852355;0.3135974;0.1092079;148.0;0.175539;False;11/6/2025 11:19:02 PM:200;1762438742200;;
458;72;0.3701136;0.09866249;0.3139073;0.110039;147.3;0.1753916;False;11/6/2025 11:19:02 PM:233;1762438742233;;
459;73;0.3707745;0.09934224;0.3817107;0.1351047;148.5;0.1982358;False;11/6/2025 11:19:02 PM:307;1762438742307;;
457;73;0.3699116;0.0994839;0.3429001;0.1088118;148.8;0.1895496;False;11/6/2025 11:19:02 PM:343;1762438742343;;
456;73;0.3683833;0.09957135;0.3312309;0.1055551;148.7;0.1823229;False;11/6/2025 11:19:02 PM:377;1762438742377;;
455;73;0.3682832;0.09965944;0.351604;0.1104121;149.1;0.1582464;False;11/6/2025 11:19:02 PM:411;1762438742411;;
454;73;0.3667322;0.09971288;0.3265774;0.1043929;149.8;0.1648842;False;11/6/2025 11:19:02 PM:445;1762438742445;;
449;73;0.3629139;0.09975342;0.3033924;0.1037598;149.8;0.1564728;False;11/6/2025 11:19:02 PM:479;1762438742479;;
439;73;0.3550968;0.09969496;0.2708406;0.09560259;149.7;0.1568443;False;11/6/2025 11:19:02 PM:511;1762438742511;;
430;73;0.3477668;0.09967949;0.2492308;0.09757029;149.3;0.1488523;False;11/6/2025 11:19:02 PM:532;1762438742532;;
422;73;0.3415194;0.09965941;0.2456026;0.0966208;148.9;0.1487629;False;11/6/2025 11:19:02 PM:552;1762438742552;;
418;73;0.3379509;0.09964164;0.2610734;0.09672734;149.2;0.1407434;False;11/6/2025 11:19:02 PM:573;1762438742573;;
413;73;0.3344091;0.09964747;0.2564715;0.1018381;149.0;0.1263583;True;11/6/2025 11:19:02 PM:594;1762438742594;;
410;73;0.3312396;0.09965282;0.2562964;0.1017783;148.8;0.1263566;True;11/6/2025 11:19:02 PM:617;1762438742617;;
401;73;0.3242866;0.09932469;0.2227203;0.07813641;150.2;0.1280303;True;11/6/2025 11:19:02 PM:639;1762438742639;;
389;72;0.3144521;0.09836423;0.2043987;0.06182177;150.0;0.1126591;True;11/6/2025 11:19:02 PM:665;1762438742665;;
380;71;0.3072554;0.09762292;0.2051947;0.0620621;149.8;0.1126854;True;11/6/2025 11:19:02 PM:688;1762438742688;;
