X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
279;12;0.2743419;0.02874294;0.2165537;0.03345041;147.2;0.1475582;False;11/6/2025 11:21:07 PM:88;1762438867088;;
279;12;0.2741475;0.02874414;0.2368885;0.03054391;147.3;0.1551009;False;11/6/2025 11:21:07 PM:146;1762438867146;;
279;12;0.273766;0.02873335;0.2674965;0.02614423;147.3;0.1439413;False;11/6/2025 11:21:07 PM:211;1762438867211;;
274;12;0.2689779;0.0287653;0.205045;0.03510019;146.9;0.1373249;False;11/6/2025 11:21:07 PM:278;1762438867278;;
273;12;0.2685899;0.02876681;0.2404422;0.03002355;147.1;0.1432682;False;11/6/2025 11:21:07 PM:336;1762438867336;;
273;12;0.2681249;0.0287676;0.2459349;0.02923775;146.5;0.1390646;False;11/6/2025 11:21:07 PM:400;1762438867400;;
269;12;0.2645205;0.02879378;0.2101431;0.03438605;147.5;0.1408756;False;11/6/2025 11:21:07 PM:493;1762438867493;;
266;12;0.2615568;0.02880158;0.2077236;0.03286252;147.6;0.1318699;True;11/6/2025 11:21:07 PM:611;1762438867611;;
266;12;0.2613267;0.02880254;0.2242399;0.03236575;147.8;0.1347025;True;11/6/2025 11:21:07 PM:647;1762438867647;;
266;12;0.2609603;0.02552065;0.2259493;0.04712866;147.6;0.1653441;False;11/6/2025 11:21:07 PM:706;1762438867706;;
265;13;0.2604392;0.02524483;0.2462591;0.05967186;147.1;0.1567819;False;11/6/2025 11:21:07 PM:754;1762438867754;;
265;16;0.2603482;0.0273781;0.2287516;0.1014978;146.8;0.1854969;False;11/6/2025 11:21:07 PM:819;1762438867819;;
265;21;0.2602686;0.03221527;0.2289497;0.1169844;146.8;0.2032471;False;11/6/2025 11:21:07 PM:884;1762438867884;;
265;29;0.2600744;0.04035044;0.2564028;0.1417791;146.7;0.2189505;False;11/6/2025 11:21:07 PM:949;1762438867949;;
263;37;0.2583039;0.04866211;0.214754;0.1535266;146.7;0.2274472;False;11/6/2025 11:21:08 PM:14;1762438868014;;
261;43;0.2563845;0.05617701;0.2089288;0.1569896;146.6;0.2244768;False;11/6/2025 11:21:08 PM:81;1762438868081;;
259;48;0.2544842;0.06158781;0.2037315;0.1567775;147.0;0.227829;False;11/6/2025 11:21:08 PM:146;1762438868146;;
257;50;0.2524967;0.06509639;0.1976958;0.1564652;147.0;0.2202469;False;11/6/2025 11:21:08 PM:206;1762438868206;;
256;52;0.2518484;0.06694753;0.2024471;0.1567043;146.9;0.2257483;False;11/6/2025 11:21:08 PM:246;1762438868246;;
255;53;0.250648;0.06827812;0.1933337;0.156277;147.2;0.2418425;False;11/6/2025 11:21:08 PM:283;1762438868283;;
255;54;0.2503139;0.06941104;0.2018271;0.1566717;147.7;0.2376046;False;11/6/2025 11:21:08 PM:322;1762438868322;;
253;55;0.2487733;0.07035024;0.1879507;0.1560137;148.3;0.2362757;False;11/6/2025 11:21:08 PM:365;1762438868365;;
252;55;0.2478341;0.07125415;0.1921907;0.1562192;148.6;0.2436695;False;11/6/2025 11:21:08 PM:420;1762438868420;;
252;56;0.2475937;0.07198735;0.2026612;0.156683;149.0;0.2290517;False;11/6/2025 11:21:08 PM:476;1762438868476;;
251;56;0.2469596;0.07245958;0.2170782;0.1573556;149.3;0.2351269;False;11/6/2025 11:21:08 PM:515;1762438868515;;
247;56;0.2430023;0.07267997;0.1681104;0.155036;149.5;0.2314208;False;11/6/2025 11:21:08 PM:563;1762438868563;;
247;57;0.242199;0.07307933;0.2136574;0.1571887;149.2;0.2356256;False;11/6/2025 11:21:08 PM:613;1762438868613;;
244;58;0.2401366;0.07432644;0.217873;0.1573801;149.9;0.2621154;False;11/6/2025 11:21:09 PM:153;1762438869153;;
252;59;0.2479022;0.0763629;0.2993633;0.1721521;150.7;0.2383081;False;11/6/2025 11:21:09 PM:213;1762438869213;;
253;59;0.2483728;0.07656699;0.2600439;0.1593776;151.4;0.2530801;False;11/6/2025 11:21:09 PM:273;1762438869273;;
253;60;0.2483621;0.07680959;0.2450222;0.1586859;152.1;0.2586648;False;11/6/2025 11:21:09 PM:337;1762438869337;;
252;60;0.2472354;0.07721749;0.2244654;0.1576862;153.0;0.2594027;False;11/6/2025 11:21:09 PM:439;1762438869439;;
252;60;0.247191;0.07729703;0.2437261;0.1586002;154.6;0.2565976;False;11/6/2025 11:21:09 PM:496;1762438869496;;
247;60;0.2425489;0.07770238;0.194884;0.15626;155.2;0.2344204;False;11/6/2025 11:21:09 PM:581;1762438869581;;
245;60;0.2408471;0.07787169;0.1968605;0.1563575;155.7;0.2412121;False;11/6/2025 11:21:09 PM:628;1762438869628;;
245;61;0.2404112;0.07795244;0.2067657;0.1568014;156.6;0.2420066;False;11/6/2025 11:21:09 PM:666;1762438869666;;
245;61;0.2402025;0.07799163;0.2243418;0.1576755;156.8;0.2422262;False;11/6/2025 11:21:09 PM:710;1762438869710;;
244;61;0.2400733;0.07806911;0.2347761;0.1581829;157.0;0.2549796;False;11/6/2025 11:21:09 PM:754;1762438869754;;
244;64;0.2394844;0.08249516;0.2163414;0.1703389;156.3;0.2113998;False;11/6/2025 11:21:10 PM:252;1762438870252;;
244;65;0.2392903;0.08337659;0.2149909;0.1626576;155.7;0.1934115;False;11/6/2025 11:21:10 PM:384;1762438870384;;
243;65;0.2389424;0.08420958;0.209779;0.1569923;154.2;0.1861066;False;11/6/2025 11:21:10 PM:444;1762438870444;;
241;66;0.2366218;0.08510787;0.1959948;0.1580215;153.8;0.203889;False;11/6/2025 11:21:10 PM:587;1762438870587;;
241;67;0.2363304;0.08645715;0.212431;0.1719328;152.9;0.2083439;False;11/6/2025 11:21:10 PM:648;1762438870648;;
214;69;0.2104196;0.08873115;0.1303678;0.153309;152.7;0.2116926;False;11/6/2025 11:21:10 PM:943;1762438870943;;
213;71;0.2090774;0.09132921;0.1655997;0.1686381;153.0;0.1936935;False;11/6/2025 11:21:11 PM:148;1762438871148;;
214;71;0.2099385;0.09168737;0.2186436;0.1668172;153.5;0.1998322;False;11/6/2025 11:21:11 PM:207;1762438871207;;
212;72;0.2087044;0.09233705;0.1591496;0.1546205;153.3;0.2230926;False;11/6/2025 11:21:11 PM:250;1762438871250;;
212;72;0.2085693;0.09249188;0.1767416;0.1602258;153.7;0.2079042;False;11/6/2025 11:21:11 PM:288;1762438871288;;
210;72;0.2063927;0.09299438;0.1467361;0.1540815;153.4;0.2128662;False;11/6/2025 11:21:11 PM:330;1762438871330;;
210;73;0.2059366;0.09329049;0.1808628;0.1563633;153.0;0.218576;False;11/6/2025 11:21:11 PM:376;1762438871376;;
209;73;0.2054284;0.093612;0.1857733;0.1558861;152.9;0.2247681;False;11/6/2025 11:21:11 PM:436;1762438871436;;
209;73;0.2053971;0.09416366;0.2047711;0.1642569;152.8;0.2091572;False;11/6/2025 11:21:11 PM:493;1762438871493;;
209;75;0.2053277;0.09598164;0.203386;0.1766067;152.6;0.2234742;False;11/6/2025 11:21:11 PM:553;1762438871553;;
209;78;0.2054904;0.10071;0.2097332;0.1991248;152.5;0.2244965;False;11/6/2025 11:21:11 PM:614;1762438871614;;
209;79;0.20537;0.1011405;0.1901129;0.1697066;152.2;0.2263891;False;11/6/2025 11:21:11 PM:673;1762438871673;;
209;80;0.2055032;0.1028095;0.21151;0.1927697;151.6;0.2192665;False;11/6/2025 11:21:11 PM:710;1762438871710;;
209;81;0.2056314;0.1039012;0.2117858;0.1575266;150.9;0.1952274;False;11/6/2025 11:21:11 PM:753;1762438871753;;
210;81;0.206279;0.1039196;0.2254756;0.172603;150.7;0.1911804;False;11/6/2025 11:21:11 PM:794;1762438871794;;
210;82;0.2060878;0.1048579;0.1941569;0.1562479;152.1;0.2224056;False;11/6/2025 11:21:11 PM:839;1762438871839;;
198;82;0.1947752;0.1058875;0.1178694;0.1526574;153.6;0.2244209;False;11/6/2025 11:21:11 PM:898;1762438871898;;
193;83;0.1900173;0.106638;0.1338497;0.1534622;154.7;0.2585634;False;11/6/2025 11:21:11 PM:962;1762438871962;;
191;83;0.1879939;0.1071338;0.1419531;0.1538203;155.7;0.2702001;False;11/6/2025 11:21:12 PM:23;1762438872023;;
191;84;0.1878238;0.1073067;0.1812491;0.155666;156.6;0.2551148;False;11/6/2025 11:21:12 PM:59;1762438872059;;
191;84;0.1878522;0.107453;0.1886902;0.1559897;157.5;0.2568978;False;11/6/2025 11:21:12 PM:102;1762438872102;;
193;84;0.1893125;0.1075629;0.2141579;0.1599149;158.8;0.2650262;False;11/6/2025 11:21:12 PM:142;1762438872142;;
196;84;0.1925404;0.1076623;0.2335714;0.1599256;160.2;0.2737661;False;11/6/2025 11:21:12 PM:188;1762438872188;;
197;84;0.1937847;0.1085201;0.2195828;0.16961;161.4;0.2734346;False;11/6/2025 11:21:12 PM:243;1762438872243;;
197;85;0.1938027;0.1087803;0.1999333;0.1565447;163.3;0.2724655;False;11/6/2025 11:21:12 PM:285;1762438872285;;
198;85;0.1942699;0.1089471;0.2153491;0.1572679;164.1;0.2596153;False;11/6/2025 11:21:12 PM:325;1762438872325;;
199;85;0.1952336;0.1090689;0.2251665;0.1577191;164.5;0.2310038;False;11/6/2025 11:21:12 PM:368;1762438872368;;
200;85;0.196481;0.1091677;0.2303979;0.1579513;165.1;0.2508039;False;11/6/2025 11:21:12 PM:419;1762438872419;;
203;85;0.1998356;0.1091972;0.2500553;0.1588905;166.0;0.2441453;False;11/6/2025 11:21:12 PM:479;1762438872479;;
206;85;0.2028064;0.109252;0.2551014;0.1595368;166.5;0.2516268;False;11/6/2025 11:21:12 PM:539;1762438872539;;
209;85;0.2050347;0.1095956;0.2630087;0.1654776;167.0;0.2519514;False;11/6/2025 11:21:12 PM:576;1762438872576;;
214;86;0.2105763;0.1099245;0.2889582;0.1656949;167.7;0.2327344;False;11/6/2025 11:21:12 PM:620;1762438872620;;
218;86;0.2141616;0.1107878;0.2858244;0.1744577;165.9;0.2324253;False;11/6/2025 11:21:12 PM:662;1762438872662;;
219;86;0.2147688;0.1111052;0.2405175;0.1688034;165.3;0.1768891;False;11/6/2025 11:21:12 PM:709;1762438872709;;
223;87;0.2188614;0.1112169;0.2875701;0.1665265;165.1;0.2367603;False;11/6/2025 11:21:12 PM:766;1762438872766;;
223;87;0.2195896;0.1113833;0.2470261;0.1634985;166.4;0.2678529;False;11/6/2025 11:21:12 PM:826;1762438872826;;
224;87;0.219639;0.1116118;0.2586932;0.1603402;166.1;0.2349108;False;11/6/2025 11:21:12 PM:864;1762438872864;;
225;87;0.2207862;0.1119536;0.2750266;0.1700891;165.6;0.2234117;False;11/6/2025 11:21:12 PM:902;1762438872902;;
225;87;0.2208306;0.1121713;0.2606712;0.1612955;165.0;0.2403574;False;11/6/2025 11:21:12 PM:945;1762438872945;;
225;88;0.2210148;0.1124643;0.2636919;0.1595317;164.6;0.2210786;False;11/6/2025 11:21:12 PM:997;1762438872997;;
225;88;0.2213665;0.1125051;0.2661743;0.1628745;164.1;0.2196465;False;11/6/2025 11:21:13 PM:55;1762438873055;;
226;88;0.2215874;0.1126816;0.2581263;0.159284;164.0;0.2237526;False;11/6/2025 11:21:13 PM:92;1762438873092;;
226;88;0.2217818;0.1128418;0.2582254;0.1592786;163.8;0.2240189;False;11/6/2025 11:21:13 PM:133;1762438873133;;
226;88;0.2222614;0.1129926;0.245268;0.1586709;164.5;0.2342031;False;11/6/2025 11:21:13 PM:173;1762438873173;;
226;88;0.2224979;0.113088;0.2621236;0.1594707;165.1;0.2432746;False;11/6/2025 11:21:13 PM:218;1762438873218;;
227;88;0.2230136;0.1132016;0.2445839;0.1623335;165.3;0.2423283;False;11/6/2025 11:21:13 PM:272;1762438873272;;
228;88;0.2242749;0.1132673;0.2741142;0.1600511;164.9;0.2459222;False;11/6/2025 11:21:13 PM:314;1762438873314;;
228;88;0.2240981;0.1134225;0.2204265;0.1574856;165.1;0.2594312;False;11/6/2025 11:21:13 PM:352;1762438873352;;
228;88;0.2243323;0.1135173;0.2421668;0.1585012;164.8;0.2560894;False;11/6/2025 11:21:13 PM:395;1762438873395;;
228;88;0.2244947;0.1136388;0.23035;0.157627;165.1;0.263917;False;11/6/2025 11:21:13 PM:440;1762438873440;;
229;89;0.2245804;0.1137061;0.2429692;0.1585723;164.4;0.2597535;False;11/6/2025 11:21:13 PM:501;1762438873501;;
227;89;0.2233605;0.1138593;0.205729;0.1568158;163.6;0.2681926;False;11/6/2025 11:21:13 PM:561;1762438873561;;
226;89;0.2218727;0.1139954;0.1984427;0.1564504;163.0;0.2703447;False;11/6/2025 11:21:13 PM:622;1762438873622;;
226;89;0.2218597;0.1140292;0.2197841;0.1574665;162.4;0.2671416;False;11/6/2025 11:21:13 PM:665;1762438873665;;
225;89;0.2212605;0.1140931;0.2004278;0.1565303;161.3;0.2445031;False;11/6/2025 11:21:13 PM:704;1762438873704;;
224;89;0.220379;0.1141618;0.1940269;0.1562594;160.7;0.2655937;False;11/6/2025 11:21:13 PM:746;1762438873746;;
224;89;0.2203097;0.1141921;0.2095166;0.1569621;160.3;0.2490226;False;11/6/2025 11:21:13 PM:795;1762438873795;;
224;89;0.2203017;0.1142153;0.2122776;0.1571103;159.9;0.2629873;False;11/6/2025 11:21:13 PM:856;1762438873856;;
224;89;0.2201905;0.1142401;0.2061034;0.1568079;159.6;0.2520589;False;11/6/2025 11:21:13 PM:892;1762438873892;;
224;89;0.2204276;0.1142846;0.23054;0.1579693;160.0;0.2421171;False;11/6/2025 11:21:13 PM:929;1762438873929;;
225;89;0.2211946;0.114351;0.2425687;0.1585461;158.7;0.2339496;False;11/6/2025 11:21:13 PM:969;1762438873969;;
225;89;0.2214467;0.1144022;0.2327262;0.1581035;158.2;0.2588021;False;11/6/2025 11:21:14 PM:31;1762438874031;;
226;89;0.2223658;0.1144752;0.2463856;0.1586925;158.4;0.2345835;False;11/6/2025 11:21:14 PM:88;1762438874088;;
226;89;0.2225;0.1144983;0.2374666;0.1583104;159.3;0.2488654;False;11/6/2025 11:21:14 PM:123;1762438874123;;
226;89;0.2224832;0.1145315;0.2212368;0.1575165;159.6;0.2405283;False;11/6/2025 11:21:14 PM:164;1762438874164;;
227;89;0.2231284;0.1145823;0.2490222;0.1588669;160.0;0.2446063;False;11/6/2025 11:21:14 PM:202;1762438874202;;
227;89;0.2226785;0.1146449;0.2090753;0.1569528;160.7;0.2389028;False;11/6/2025 11:21:14 PM:246;1762438874246;;
227;89;0.2226584;0.1146762;0.2209047;0.1575265;160.4;0.2288111;False;11/6/2025 11:21:14 PM:298;1762438874298;;
227;89;0.2226748;0.1146969;0.2277845;0.1578509;159.9;0.2463791;False;11/6/2025 11:21:14 PM:358;1762438874358;;
226;89;0.2224873;0.1147344;0.2119149;0.1570756;159.4;0.2306583;False;11/6/2025 11:21:14 PM:394;1762438874394;;
226;89;0.2224888;0.1147446;0.2243435;0.1576554;159.3;0.2283495;False;11/6/2025 11:21:14 PM:431;1762438874431;;
226;89;0.2218107;0.1148017;0.1996306;0.1564801;158.6;0.2349761;False;11/6/2025 11:21:14 PM:470;1762438874470;;
225;89;0.2213977;0.1148511;0.2036857;0.1566566;158.1;0.2239458;False;11/6/2025 11:21:14 PM:517;1762438874517;;
227;90;0.2231153;0.1149614;0.2515116;0.1589269;157.9;0.2262699;False;11/6/2025 11:21:14 PM:574;1762438874574;;
227;90;0.2227655;0.1150184;0.2097867;0.1569547;157.5;0.2250516;False;11/6/2025 11:21:14 PM:633;1762438874633;;
229;90;0.2247399;0.1151402;0.2550041;0.1591006;157.6;0.2222227;False;11/6/2025 11:21:14 PM:700;1762438874700;;
233;90;0.2285268;0.1152859;0.2768195;0.1601732;158.7;0.2419635;False;11/6/2025 11:21:14 PM:758;1762438874758;;
233;90;0.2285877;0.1156917;0.23787;0.1669324;159.4;0.2575403;False;11/6/2025 11:21:14 PM:794;1762438874794;;
189;91;0.185953;0.1168245;0.1270884;0.1225787;160.5;0.1966183;False;11/6/2025 11:21:18 PM:88;1762438878088;;
188;91;0.1848312;0.1168827;0.1512077;0.1279427;159.8;0.1865879;False;11/6/2025 11:21:18 PM:148;1762438878148;;
187;91;0.1840569;0.1169183;0.1707229;0.127536;160.7;0.1692979;False;11/6/2025 11:21:18 PM:207;1762438878207;;
197;91;0.1935061;0.1169595;0.2604886;0.1292028;159.4;0.199095;False;11/6/2025 11:21:18 PM:245;1762438878245;;
224;97;0.2201258;0.1242399;0.2777452;0.1725544;158.6;0.2318449;False;11/6/2025 11:21:18 PM:550;1762438878550;;
223;97;0.2192273;0.1247204;0.2047651;0.165367;157.7;0.2203879;False;11/6/2025 11:21:18 PM:609;1762438878609;;
220;97;0.2158753;0.124731;0.173757;0.1591397;157.1;0.2394607;False;11/6/2025 11:21:18 PM:653;1762438878653;;
208;97;0.2044031;0.124916;0.1170133;0.1526548;156.3;0.2139744;False;11/6/2025 11:21:18 PM:694;1762438878694;;
268;141;0.2632383;0.180185;0.4394163;0.3974535;160.6;0.3278628;False;11/6/2025 11:21:18 PM:737;1762438878737;;
308;158;0.3029177;0.2029852;0.4376359;0.3437863;164.1;0.338525;False;11/6/2025 11:21:18 PM:789;1762438878789;;
308;158;0.3028934;0.2022679;0.2953494;0.1968715;163.1;0.2557672;False;11/6/2025 11:21:19 PM:16;1762438879016;;
323;165;0.3169204;0.2112594;0.3980666;0.2967425;166.5;0.3268103;False;11/6/2025 11:21:19 PM:73;1762438879073;;
337;183;0.3306739;0.2344004;0.4328096;0.392834;172.5;0.40415;False;11/6/2025 11:21:19 PM:110;1762438879110;;
356;206;0.3491586;0.2637516;0.4638127;0.4341201;177.3;0.4077532;False;11/6/2025 11:21:19 PM:152;1762438879152;;
368;225;0.3613472;0.2877346;0.4615084;0.4492836;180.5;0.3580204;False;11/6/2025 11:21:19 PM:193;1762438879193;;
386;240;0.3784696;0.307039;0.4925824;0.4525905;185.2;0.403813;False;11/6/2025 11:21:19 PM:239;1762438879239;;
393;255;0.3858241;0.3259549;0.4647243;0.4627423;188.9;0.3409331;False;11/6/2025 11:21:19 PM:297;1762438879297;;
412;259;0.4048751;0.3311826;0.5188051;0.426356;197.4;0.5104986;False;11/6/2025 11:21:19 PM:359;1762438879359;;
413;260;0.4054469;0.3325073;0.4360376;0.4148199;206.3;0.4627037;False;11/6/2025 11:21:19 PM:395;1762438879395;;
414;264;0.4063319;0.3372657;0.4614026;0.4467411;212.8;0.4682205;False;11/6/2025 11:21:19 PM:433;1762438879433;;
417;265;0.4096423;0.3388793;0.4855176;0.428149;217.5;0.5728271;False;11/6/2025 11:21:19 PM:472;1762438879472;;
398;264;0.3909563;0.3377648;0.3068142;0.3264232;218.7;0.2943846;False;11/6/2025 11:21:19 PM:519;1762438879519;;
362;250;0.3552681;0.3204591;0.236789;0.2333499;212.4;0.2556657;False;11/6/2025 11:21:19 PM:573;1762438879573;;
352;234;0.345512;0.2998446;0.2695474;0.1747387;206.8;0.2186821;False;11/6/2025 11:21:19 PM:610;1762438879610;;
344;220;0.3373324;0.2809866;0.2658272;0.1596226;202.4;0.2432258;False;11/6/2025 11:21:19 PM:649;1762438879649;;
330;207;0.3242333;0.2655839;0.2356316;0.1582106;198.3;0.2370952;False;11/6/2025 11:21:19 PM:695;1762438879695;;
323;199;0.3175601;0.2550877;0.2495816;0.1612775;195.8;0.240428;False;11/6/2025 11:21:19 PM:743;1762438879743;;
315;196;0.308829;0.2506523;0.231702;0.1840221;193.6;0.2073921;False;11/6/2025 11:21:19 PM:798;1762438879798;;
307;194;0.3011736;0.2489098;0.2287718;0.1996301;191.2;0.2081542;False;11/6/2025 11:21:19 PM:868;1762438879868;;
306;194;0.3001736;0.2488349;0.2512277;0.2177815;188.8;0.2138901;False;11/6/2025 11:21:19 PM:911;1762438879911;;
301;194;0.2951731;0.2482006;0.2208633;0.2045531;186.4;0.2074728;False;11/6/2025 11:21:19 PM:964;1762438879964;;
262;189;0.257563;0.241732;0.1361615;0.1696477;183.3;0.2053464;False;11/6/2025 11:21:20 PM:76;1762438880076;;
254;188;0.2493378;0.240611;0.1684184;0.2201249;181.1;0.2041453;False;11/6/2025 11:21:20 PM:201;1762438880201;;
251;188;0.2469578;0.2401538;0.2349789;0.2102581;178.7;0.2327293;False;11/6/2025 11:21:20 PM:510;1762438880510;;
251;188;0.2467285;0.2406967;0.2246129;0.2499995;176.3;0.2082357;False;11/6/2025 11:21:20 PM:574;1762438880574;;
256;188;0.2516196;0.2407345;0.2892253;0.2419408;175.5;0.2635763;False;11/6/2025 11:21:20 PM:641;1762438880641;;
280;190;0.2751078;0.2435496;0.3700194;0.2796734;174.6;0.2303656;False;11/6/2025 11:21:20 PM:709;1762438880709;;
290;190;0.2847787;0.2435519;0.3520007;0.244344;173.7;0.2371148;False;11/6/2025 11:21:20 PM:780;1762438880780;;
314;184;0.3081883;0.2350889;0.3688115;0.1955948;172.9;0.2173178;False;11/6/2025 11:21:21 PM:979;1762438881979;;
317;176;0.3113723;0.2249648;0.330116;0.1627326;171.7;0.1973221;False;11/6/2025 11:21:22 PM:777;1762438882777;;
322;180;0.3156908;0.2304982;0.3615486;0.254316;170.7;0.2454498;False;11/6/2025 11:21:22 PM:972;1762438882972;;
322;180;0.3165933;0.2308797;0.3614512;0.2420864;169.5;0.2334246;False;11/6/2025 11:21:23 PM:29;1762438883029;;
322;178;0.3158097;0.2276668;0.3066188;0.1776524;167.8;0.2100706;False;11/6/2025 11:21:23 PM:93;1762438883093;;
320;177;0.3138081;0.2265904;0.2857468;0.1848032;165.5;0.2072275;False;11/6/2025 11:21:23 PM:135;1762438883135;;
320;176;0.3139724;0.2254747;0.3346036;0.1798587;164.0;0.2112096;False;11/6/2025 11:21:23 PM:174;1762438883174;;
319;175;0.3129962;0.2238476;0.2932576;0.1706174;162.5;0.2148172;False;11/6/2025 11:21:23 PM:216;1762438883216;;
317;173;0.3112506;0.2214715;0.2823142;0.1604197;160.9;0.2087623;False;11/6/2025 11:21:23 PM:265;1762438883265;;
310;171;0.304753;0.2192578;0.2476174;0.1587742;159.3;0.2006364;False;11/6/2025 11:21:23 PM:325;1762438883325;;
307;170;0.3011289;0.2181391;0.2433685;0.158552;157.3;0.2077089;False;11/6/2025 11:21:23 PM:362;1762438883362;;
305;170;0.2993754;0.2172724;0.2538372;0.1590671;155.5;0.1963957;False;11/6/2025 11:21:23 PM:399;1762438883399;;
304;169;0.2987895;0.2165734;0.2657285;0.1596199;154.7;0.2064938;False;11/6/2025 11:21:23 PM:439;1762438883439;;
304;169;0.2986434;0.2161777;0.272949;0.1631045;153.3;0.2038653;False;11/6/2025 11:21:23 PM:488;1762438883488;;
304;169;0.2981307;0.2161328;0.266304;0.1683017;152.3;0.220137;False;11/6/2025 11:21:23 PM:545;1762438883545;;
302;168;0.2964333;0.2154293;0.2517529;0.1589767;151.6;0.2117506;False;11/6/2025 11:21:23 PM:604;1762438883604;;
285;167;0.2798617;0.214512;0.1824442;0.155646;151.7;0.204411;False;11/6/2025 11:21:23 PM:676;1762438883676;;
285;167;0.2797591;0.2142812;0.2390455;0.1583419;151.3;0.2224045;False;11/6/2025 11:21:23 PM:715;1762438883715;;
283;167;0.2775456;0.2140193;0.2131549;0.1570918;150.8;0.2144405;False;11/6/2025 11:21:23 PM:753;1762438883753;;
282;167;0.2765462;0.2138063;0.2223095;0.1575166;150.7;0.219685;False;11/6/2025 11:21:23 PM:798;1762438883798;;
281;167;0.2759179;0.2136366;0.2468047;0.1627281;150.8;0.2469293;False;11/6/2025 11:21:23 PM:845;1762438883845;;
281;166;0.2755386;0.2130431;0.2689108;0.1711749;150.8;0.243035;False;11/6/2025 11:21:23 PM:903;1762438883903;;
280;166;0.2752634;0.212523;0.2684552;0.1735625;150.5;0.2520897;False;11/6/2025 11:21:23 PM:960;1762438883960;;
281;166;0.2757849;0.2120533;0.2864931;0.1798459;150.3;0.2620952;False;11/6/2025 11:21:24 PM:3;1762438884003;;
290;164;0.2849396;0.2097112;0.3115887;0.1884875;151.2;0.1733491;False;11/6/2025 11:21:27 PM:76;1762438887076;;
