X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
473;257;0.4646048;0.3292666;0.4646048;0.3292666;182.1;0.2139108;False;11/6/2025 11:22:13 PM:817;1762438933817;;
448;223;0.4399614;0.2851545;0.386673;0.2061864;179.7;0.2072014;False;11/6/2025 11:22:15 PM:359;1762438935359;;
442;222;0.4333425;0.2846454;0.3322708;0.2095885;178.4;0.1880493;False;11/6/2025 11:22:15 PM:391;1762438935391;;
454;220;0.4453602;0.2817237;0.4688774;0.2254199;176.4;0.1043312;True;11/6/2025 11:22:17 PM:143;1762438937143;;
455;221;0.4460955;0.2823903;0.4830086;0.2955131;174.7;0.1142949;True;11/6/2025 11:22:17 PM:170;1762438937170;;
457;220;0.4482855;0.2820625;0.4914514;0.2400326;171.9;0.1024183;True;11/6/2025 11:22:17 PM:237;1762438937237;;
457;220;0.4488688;0.281721;0.4886618;0.2536348;169.6;0.1048164;True;11/6/2025 11:22:17 PM:263;1762438937263;;
458;220;0.4493551;0.2814355;0.488658;0.2536483;167.6;0.1048166;True;11/6/2025 11:22:17 PM:289;1762438937289;;
458;224;0.4499771;0.2865966;0.4832175;0.3174709;167.7;0.1173188;True;11/6/2025 11:22:17 PM:415;1762438937415;;
407;224;0.399773;0.2862854;0.3421105;0.2797526;167.3;0.2253388;False;11/6/2025 11:22:21 PM:249;1762438941249;;
420;234;0.4119532;0.2992119;0.4338107;0.3404204;164.9;0.09722181;True;11/6/2025 11:22:25 PM:312;1762438945312;;
319;234;0.3133291;0.2998573;0.1953308;0.3074753;168.8;0.2171597;False;11/6/2025 11:22:25 PM:509;1762438945509;;
321;236;0.3155649;0.3015195;0.3430566;0.3463632;167.5;0.183072;False;11/6/2025 11:22:25 PM:576;1762438945576;;
321;236;0.3154831;0.3017805;0.3047962;0.3384834;166.5;0.172837;False;11/6/2025 11:22:25 PM:602;1762438945602;;
290;202;0.2847342;0.2591101;0.2052895;0.1658753;171.3;0.2160293;False;11/6/2025 11:22:25 PM:809;1762438945809;;
295;206;0.2897795;0.2641502;0.3478699;0.3370421;171.1;0.1819907;False;11/6/2025 11:22:25 PM:835;1762438945835;;
309;210;0.3034977;0.2686709;0.409483;0.3414256;168.6;0.1768245;False;11/6/2025 11:22:25 PM:861;1762438945861;;
320;213;0.3142225;0.2723331;0.4086372;0.3401407;166.4;0.1767701;False;11/6/2025 11:22:25 PM:888;1762438945888;;
329;215;0.322594;0.2750081;0.4086266;0.3363499;165.3;0.1658141;False;11/6/2025 11:22:25 PM:915;1762438945915;;
343;216;0.3368042;0.2759669;0.4508938;0.316387;164.9;0.173978;False;11/6/2025 11:22:25 PM:942;1762438945942;;
349;217;0.3427846;0.2772703;0.4199359;0.3256072;164.7;0.1687544;False;11/6/2025 11:22:25 PM:969;1762438945969;;
353;220;0.3465477;0.2815839;0.4079419;0.3610882;165.3;0.1900971;False;11/6/2025 11:22:26 PM:0;1762438946000;;
367;221;0.3600348;0.2830802;0.4780787;0.3401993;164.6;0.1549873;False;11/6/2025 11:22:26 PM:28;1762438946028;;
377;222;0.3703799;0.2842811;0.4782103;0.3397416;163.9;0.154927;False;11/6/2025 11:22:26 PM:56;1762438946056;;
377;223;0.3704031;0.2856376;0.3928148;0.3453012;163.9;0.1577356;False;11/6/2025 11:22:26 PM:84;1762438946084;;
362;222;0.3550142;0.2846405;0.2470099;0.2616832;170.6;0.2212386;False;11/6/2025 11:22:26 PM:112;1762438946112;;
361;227;0.3548297;0.2902697;0.3500634;0.3624842;168.8;0.1673486;False;11/6/2025 11:22:26 PM:181;1762438946181;;
362;227;0.3551656;0.2909073;0.37842;0.3423177;166.4;0.1439677;False;11/6/2025 11:22:26 PM:210;1762438946210;;
360;227;0.3530963;0.2910014;0.3121002;0.3249161;165.4;0.1678854;False;11/6/2025 11:22:26 PM:237;1762438946237;;
360;228;0.3530637;0.2916209;0.3493304;0.3438755;163.6;0.1406115;False;11/6/2025 11:22:26 PM:265;1762438946265;;
360;229;0.3531815;0.2926984;0.3631366;0.3448001;162.8;0.1507207;False;11/6/2025 11:22:26 PM:329;1762438946329;;
323;223;0.3175866;0.2848966;0.2089666;0.2372403;167.3;0.2131943;False;11/6/2025 11:22:26 PM:411;1762438946411;;
320;222;0.3141659;0.2835829;0.2799002;0.2689357;165.8;0.1666012;False;11/6/2025 11:22:26 PM:609;1762438946609;;
320;222;0.314095;0.2835309;0.3107892;0.2758866;165.2;0.1354651;False;11/6/2025 11:22:26 PM:644;1762438946644;;
317;223;0.3110524;0.2853007;0.2643899;0.3168925;165.5;0.1713746;False;11/6/2025 11:22:26 PM:720;1762438946720;;
278;216;0.2730821;0.2768146;0.0941459;0.1849587;171.0;0.2272342;False;11/6/2025 11:22:26 PM:754;1762438946754;;
264;211;0.2589818;0.2699373;0.1496864;0.1878242;177.4;0.2816698;False;11/6/2025 11:22:26 PM:792;1762438946792;;
343;215;0.336754;0.2755901;0.4189594;0.3054722;174.8;0.1133632;True;11/6/2025 11:22:27 PM:383;1762438947383;;
347;217;0.3407487;0.2779489;0.4283846;0.3447529;172.9;0.1167065;True;11/6/2025 11:22:27 PM:410;1762438947410;;
366;230;0.3591476;0.2949713;0.4426126;0.3739816;170.0;0.1053699;True;11/6/2025 11:22:27 PM:657;1762438947657;;
364;232;0.3569411;0.2964426;0.3477236;0.327464;168.2;0.1239884;True;11/6/2025 11:22:27 PM:823;1762438947823;;
365;232;0.3587144;0.2966038;0.4165291;0.3298916;166.3;0.1106228;True;11/6/2025 11:22:27 PM:849;1762438947849;;
329;228;0.3227913;0.2914186;0.1560654;0.2254372;172.9;0.2635449;False;11/6/2025 11:22:27 PM:876;1762438947876;;
329;230;0.323252;0.2940804;0.340502;0.3515705;171.2;0.1356028;False;11/6/2025 11:22:27 PM:942;1762438947942;;
345;230;0.3389872;0.2947728;0.4162557;0.3096282;172.7;0.1119961;True;11/6/2025 11:22:28 PM:89;1762438948089;;
349;230;0.3425812;0.2948887;0.428007;0.3249314;173.3;0.1170595;True;11/6/2025 11:22:28 PM:116;1762438948116;;
350;230;0.343451;0.2944275;0.358566;0.2854562;172.0;0.09671735;True;11/6/2025 11:22:28 PM:183;1762438948183;;
350;230;0.3436715;0.2944411;0.3852669;0.3089594;170.4;0.1057192;True;11/6/2025 11:22:28 PM:209;1762438948209;;
373;230;0.3659806;0.294529;0.4379829;0.3100924;167.7;0.1023911;True;11/6/2025 11:22:28 PM:976;1762438948976;;
374;226;0.3675482;0.288853;0.4342507;0.253176;167.9;0.1140643;True;11/6/2025 11:22:29 PM:182;1762438949182;;
379;227;0.3717448;0.290122;0.4755265;0.3268598;168.2;0.1131521;True;11/6/2025 11:22:29 PM:209;1762438949209;;
382;233;0.3748954;0.2984206;0.3891757;0.3409605;168.7;0.1344294;True;11/6/2025 11:22:29 PM:579;1762438949579;;
